,isEdited,rating,date,review,userName,title
18,False,5,2018-05-05 07:30:31,"Everything you could want from an online retail marketplace. Only thing I’d change about the app is the ability to swipe right to go back a page but that’s a negligible amendment. 
I do sometimes worry about the deals that are being given to the smaller independent clothing business that are on ASOS and will sometimes source an item from the original brand webpage if I want to support them but more often than not they don’t do free delivery which really is key when your buying clothes online as it’s 50/50 whether the item your buying actually going to fit.
Now that ASOS have amended their returns bags to make them resealable too returning items is ridiculously easy. The hardest part is waiting in line at the post office on your lunch hour.",skyleskyleskyleskyle,The only clothing app I keep on my phone
19,False,1,2022-05-29 21:47:49,"Terrible service from the courier who lied and said they attempted delivery and left a delivery card at the address but this was not the case at all. Tried speaking to someone on chat, the first agent promised it would be redelivered by the end of the day which didn’t happen. Second and third agents both said it would take up to two days to investigate this issue as if I had done something wrong?? And that I’d receive my delivery in the next two days after having paid for next day delivery. When asked if I could speak to a manager the manager refused and told the agent to follow the process. Coming from someone who is a manager in customer service this is atrocious service from Asos. I even asked if I could simply cancel the order as I was travelling to which Asos responded with a no, a cancellation and refund is not available at this time. Oh and to top it off I was given a 15% discount to use on my next order that will expire in 30 days as a goodwill gesture. Laughable honestly.",scamappsrevealed101,Terrible service
20,False,5,2020-10-28 08:40:50,"For the last four or so years ASOS has been my go to. 
The app runs great. The site is easy to navigate, even for a technophobe like me. 
I order very frequently. The delivery is super fast and efficient, returns are a breeze and in all my orders I have never had a problem, any query I may of had had been resolved quick as the team are fab at getting back to you. 
Especially at the moment where it’s more difficult to go shopping, ASOS has been a saviour. From skincare, to my new work attire and the gym shoes I’ve been needing, they are my one stop shop for everything. I’ve even ordered some home bits for my new salon opening. Not to mention what will be my uniform. 
I love the collusion and ASOS design ranges, and how there is a mix of cheaper brands and more luxury, depending on what I have to spend. New items are added daily so I know if I’m looking for something they’ll either have it already or it will be on in a day or two as they’re always in the forefront of what’s hot. I have tried other clothing sites but I always default back to ASOS as I know I can rely on the quality that most fast fashion brands just don’t have. 
10/10 in my opinion.",Stretch and twitch,Best fashion app there is
21,False,5,2020-10-31 12:37:29,"I ordered a great pair of boots, used my premier next day delivery. They didn’t arrive. It’s been taking over 5 days for them to look into it. In the meantime the store doesn’t have them in stock. The stock on ASOS is running low. I’ve bought another pair and paid again whilst waiting for them to resolve their issue with their delivery service. All in my time whilst stocks sell out. They could have sent a replacement pair when discovering they didn’t get to the couriers. I’m left feeling that I have to solve their problem. Not good customer service. No getting in touch after I’ve contacted them until a substantial amount of time later. What a shame. I don’t even know if the replacement pair will arrive. Very frustrating.",purlepanta,So disappointing
22,False,5,2019-01-15 01:59:25,"I’ve had problems in the past like receiving jewellery that was broken when it arrived but I contacted customer service straight away and they sent out a new bracelet for the next day. 

I had another problem where an order was delivered to a wrong address and they couldn’t find it which was really disappointing but it wasn’t ASOS or DHL’s fault that someone else claimed my parcel. I called customer service straight away and they sent a new parcel which I received a day later. 

Overall I’d still give ASOS 5/5 because they can’t control human error or problems with the delivery service. ASOS have a great app that’s easy to use and out of the hundreds of times I’ve shopped with them I’ve only had about 3 or 4 problems so those are some good odds 👍",nardhina,Good Outweighs Bad
23,False,4,2022-09-09 05:03:00,"Asos is fab for variety under one umbrella and is my number one shopping platform however I’m really sad to see you’ve removed the feature that allows you to see suggested similar items. Before when you’d click on one item and scroll to the bottom of the page it would give you roughly 15 item that where similar, so you could go down a rabbit hole of finding loads of items that are along the line of what you’re looking, much better feature that aloud you to finite the search quickly.
When you use the filter option, it never seemed to filter the search, you’d be left to scroll through and exhaustive list of clothes that are nothing like what you want. 
Please can it be brought back 🙏",94Peas,Love the app but you’ve removed a feature
24,False,4,2021-10-22 16:00:06,"The app itself is very good and very user friendly, and everything flows well. The few things that I would suggest would be a section where customers could add a figure profile with their clothing sizes/body measurements and shoe sizes and then when customers are searching for something they wouldn’t have the disappointment of seeing something which they absolutely love only to find out the item has sold out of their size! Because by utilising a figure profile the app could auto filter items to that profile and ta da no more frustration. Also if customers in their profile section had a section where they could choose which style they prefer, that way the app is not only a online shopping app but also a personal stylist.",Jjluvzmp,"Great App, Easy to Navigate"
25,False,4,2020-07-13 22:38:56,"Absolutely love the clothing, relatively easy to return too and they always have really nice things in the sales that are perfect for multiple occasions such as holidays or nights out. 

But. 

This whole Charlotte tilbury thing is annoying. I have zero interest in her products yet was sent this tiny (literally the size of a small keyring) tube of lipstick that I didn’t ask for with my bikini. Sure I didn’t pay for it but now I have this lipstick that is going to waste because I don’t need it and I think it’s incredibly wasteful. Not only that but when I opened it the lipstick itself fell right out of the tube. I would suggest that you make it clear to customers if you want to send them free products and give them the option too because now I feel bad for it sitting on my desk. Other than that, this app is great",Jess_wickett,It’s great but one issue
26,False,1,2020-02-20 08:45:13,"I placed an order a week and a half ago to be delivered to a local shop.  The shop refused the package because it was too big ( 9 items).  It has now been ‘stuck’ in some kind of loop.  I have been emailing phoning, it’s just been a waste of time.  I’ve now had to reorder my items at an extra delivery cost.  The amount of time I spent compiling the order was the only reason I chose to reorder.  The total of each order is just under £250 and of course I cannot get a refund for an in transit order.  

The customer service staff at ASOS suggested o check if the collect plus location is suitable for a large order and told me to keep checking back with them for updates.  It’s been very unpleasant. I am a student so it’s not as if I have the money for duplicate ordering.  

By not delivering the goods I am being left at a distinct financial disadvantage.  This will be the last time I am using ASOS.  Things go wrong but their complete lack of help has been noted.",shannel121211,Do not use Collect plus or expect good customer service
27,False,1,2020-07-27 20:28:15,"Tried about 15 times to use Klarna Pay in 3. The first time it said my card was expiring too soon so I needed to chose a different card - except every time I tried to do this it threw me out the payment section. I then gave up with this and tried ClearPay. Again, i tried about 4 times to do this - but it wouldn’t allow me to change the card on the ClearPay page. I then tried to use the card that was already set up on the account but there was a problem with that too. So I gave up with ClearPay and tried Klarna Pay Later, again, I was denied. I almost gave up in the end but decided to jut pay in full and it went through. Confused why this has happened, I obviously have sufficient funds and I have never paid an instalment late on either Klarna or ClearPay. Never had such an awful experience trying to pay for an item. Have now had to fork out the full cost rather than spend it over 6 weeks or 3 months meaning I can’t purchase from ASOS again for some time.",Cufgf,Payment Method
28,False,5,2022-02-24 09:53:48,"ASOS is an incredibly varied online store selling multiple brands, more importantly own branded clothing, which is as good if not better than some of the “more well known brands” on the market.

From formal to casual, headwear to shoe wear, ASOS provides the highest quality of service & products, additionally they offer a pay in three part that comes in handy from time to time.

If I were to point out a fault it wouldn’t necessarily be with ASOS themselves rather the clothing brands production of “abstract prints onto clothing” to put it in a phase. Perhaps it’s my taste in clothing, or the brands lack of originality, more accurately over compensating to be more original in design? Additionally the use of models in posses that, to be honest are embarrassing, cringy moreover completely unnecessary, which could put individuals off from purchasing; more to the point if you were to have the clothes on manikins then you could cut costs down dramatically.

Regardless of this fault there are hidden gems within that you’ll need to search through, to reiterate that are of the highest quality, unique, affordable & provided with excellent service.",JCRART,ASOS review 2022 JCR
29,False,4,2020-05-23 17:28:40,"Love ASOS and spend loads of time ‘window shopping’ and saving to my wish list to buy later. Love how easy it it to filter and save items and then purchase. My only niggle is how often it crashes. If I move for a quick glance to Facebook or a call comes in on my phone, then come back to a scrolling session I’ve been on for hours (I am sure I’m not the only one!) it reloads and goes back to the home page and I have to start my search for the perfect outfit all over again; which when you have looked at hundreds of items in a search is soul destroying and often leads me to give up and not buy anything or try another clothing app. If this was sorted it would be perfect but it happens all the time so I can’t just ignore it",Ali the Northern Mermaid,Brilliant but frustrating
30,False,3,2019-12-01 17:12:45,"ASOS is a lot of hit and miss and if you’re buying ASOS brand items it’s difficult to asses the quality from the screen. I bought shoes and I wanted to leave a review on how awful they were and are, unfortunately. I think this is really important so that people don’t buy items that are of poor quality without knowing and then 1) wasting their money 2) being unsustainable 3) and letting others believe that this item is of quality. It’s very bad for the environment to sell poor quality clothes and not let others leave their comments and reviews on the items otherwise there’ll be dozens , hundreds, thousands of shoes in the landfills because there was no opportunity to explain that a certain item is not worth it, should not be continued to be produced either. #globalcrisis #fastfashion #unsustainable #stateofcrisis #climatechangeishere",Lavandulol,No reviews per item
31,False,5,2018-07-08 04:37:03,"Apart from Net-A-Porter, (who I have always found exemplary), no other online retailer could come close to Asos for quality of service, (until last week).
I ordered an item and applied a £5 voucher towards the cost. The voucher was not applied, but had been redeemed and was no longer available on my account. Looking back through my order history, I realised that it had happened to me on several occasions and my vouchers had not been applied and had therefore expired.
I then tried to contact Asos through the ‘chat’ service and have found it impossible to do so. 
I do think that the points system is a good idea and does encourage me to shop on Asos before looking elsewhere, but only if the vouchers are redeemable !!",Ms St. Lucia,Disgruntled Customer
32,False,2,2020-06-14 17:30:03,"I shop quite a lot from ASOS and have found that over the years their standards have dropped considerably. 
Firstly their petite selection is very disappointing. I can never find anything that I simply must have! They really need to take a look at their petite collection and give it a serious makeover!
Secondly their new no paper return policy may be great for the environment but it’s bad for your purse because they don’t always refund you for items retuned. What’s even more frustrating and infuriating is that customer service is either useless or non-existent. I’m still trying to chase a refund for items returned but still have not heard anything from them. All I can say is order items very carefully so you know you’ll keep them as you’re at risk for not being refunded. 
Though I love Asos's variety they really need to improve their service before customers find somewhere else to shop.",s kay 223,Unsatisfied customer
33,False,3,2018-05-18 16:03:51,"I have ordered many things from Asos... some good and some bad. I ordered two dresses and a skirt one time which arrived in great condition, looked like the online image and just overall were great. However, another occasion I ordered a mustard colour polka dot dress, which looked yellow and very pretty on the image. Yet when it arrived it was a very strange fit and the colour was a disgusting browny orange that would suit absolutely no skin complexion.
Today, my ordered arrived shoved through the letter box, crinkled and in a mess. I ordered a pretty red premium bikini, but the bottoms I ordered did not arrive, but instead were black, plain and very ugly. And the other bikini was just not worth the money, any paddings were shoved into the bag but not inside the actual items. All thrown in very sloppily and bad quality. Complete waste of £57, and that was with all items reduced!",VincentBlooClogs,Every other order has been negative
34,False,5,2019-03-17 12:16:45,"I have to say this is probably one of the most reliable clothing websites I have ever used . I always feel satisfied with the customer service and my items have always turned up on time .

If I haven’t been happy with a certain item , I never stress about it as ASOS keeps
To their word and will refund you as long as it’s in the same condition and within a certain amount of time which I feel is how it should be with any online website as you really don’t know if you like it until it arrives at your door .  Just want to say a huge thank you to the ASOS team , as I would honestly rate you one of the best clothing companies ! I think all of them need to look at how you run your business so efficiently .",georgieepping1985,Review
35,False,3,2018-07-23 17:42:24,"I’ve been really happy for a while with ASOS, but to many times I’ve placed ordered and the delivery drivers can’t be bothered to deliver. I pay for the premium, so I can have next day delivery. I ordered Tuesday was told I’d receive my order Friday, I was going on holiday Saturday morning. 1.30 Friday I was sent a text telling me the driver was behind but not to worry. 4.30 the driver decided to deliver on Monday instead! I waited in all day!! I spent half an hour trying to get through to ASOS who called them asking to turn round or deliver Saturday. They delivered Monday and didn’t care! I put in a complaint with the mail service and haven’t even replied. Spoke to ASOS and they told me, they don’t have a complaints or customer service. Not the first time this has happen, started shopping with Zalando and so far really happy with them.",Sezzle10,Delivery and no customer service lets it down
36,False,5,2021-12-12 16:44:29,"I have used Asos for as long as I can remember. Actually, I never shop in real-time shops anymore. I have quite an indie vibe, I don’t go for the dolly look at all, but I’m still pretty feminine, and I can always find exactly what I need! Now Asos are increasing their beauty range it has added to the convenience, with great brands and not just ‘designer’ brands, which I sometimes succumb to, but not very often. Returns are quick and easy, and despite customers saying that they have been penalised for sending returns, I have not come across this at all yet. The only downer really is that I no longer find little unexpected vouchers in my account! This used to be very uplifting 😃",Deirde Pathfinder,Popping to the dress shop
37,False,3,2022-07-28 23:00:50,So I accidentally ordered clothes in the wrong size so quickly cancelled the order. I imma got email confirmation that my order had been cancelled and that I would be refunded in 5-10 working days and that the gift card that I used has also been refunded. I then continue to buy other clothes as they didn’t have  the first order in my size. I order the items and pay using my gift card again. Around 2 hours later I get an email back saying there has been suspicious activities on my account so my order is yet again cancelled. Following this I had to create a new account. I made my order once more but asos would not except my gift card and claimed it was invalid. Very disappointed and my gift card is now wasted!!,Rhian@2022,What a waste!!!
38,False,1,2022-05-29 06:45:48,"Hi ASOS, after my delivery came yesterday your delivery provider Evri must have had a data breach because I got a spam text this morning saying I need to pay otherwise my package will be sent back to the supplier. I tried to go and make a formal complaint to let ASOS know but the live chat functionality is broken, customer care just takes you through to FAQs to read and you can’t DM anyone on Twitter either. How are you supposed to get help and speak to someone at ASOS?! Ever since you opened your Linchfield branch I’ve been having problems. Your Evri supplier also took a photo of me receiving my package without my consent! I didn’t even know he was taking a photo of me. 

I’ve been a valuable customer of ASOS for years but all of the above is really putting me off. I don’t even know if someone will respond to this but I don’t know how else I’m able to actually contact ASOS??",jennygarbis,No way to make a complaint online
39,False,1,2021-05-06 18:30:08,"I use asos a lot, their app is definitely better than apps for similar companies (Boohoo) in my opinion.
The reason I’m giving this app a one star rating is because they’ve started adding additional items to the cart page with an “add to bag” prompt - so upon first glance, it looks like there are additional items in my cart - these items then turn out to be Asos’ scummy attempt to push an impulse purchase. A cart page should show what’s in my cart and how much my cart comes to - you shouldn’t be advertising random items (that I’m not interested in) that make the cart total look incorrect. 
I also marked it down because I’ve lost my cart upon logging into my account in the past - it was annoying, but not annoying enough to write a bad review - it also wasn’t as annoying as having Asos try to shamelessly shove random items down my throat on the cart page.",GoodFunYesSir,I use it a lot
40,False,5,2020-12-27 09:14:43,I’ve been using ASOS for just over a year now and it is my most used shopping app. The app is so well thought out from the out of stock notifications to the helpful personal size guide which helps to get the best fit for your preference. All my items from the site are top quality and I would highly recommend this app to everyone. The next day delivery for a year is definitely worth the £10 and you will be pleasantly surprised with how easy the whole process is. Returns have never been easier and ASOS is one of the reasons that I don’t go out to shop anymore.,__Meg_C,Up to date fashion that is easily accessible and is great quality
41,False,1,2021-06-09 22:40:21,"I Couldn’t buy the clothes I wanted to buy. Couldn’t add clothing to my bag. Couldn’t sign in. I lost the clothing I had added to my bag when I finally managed to sign in. Then was presented with different sort and filter options so couldn’t easily find those dresses again. Then when I did... the add to bag button didn’t work (fundamental guys... really?!). Went back to the website and  couldn’t find the same options as the app. Got very frustrated by an e- comm website that exclusively serves the online market. Sort it out asos. I gave up. Bluntly... it’s poor.

Then you try and add a review... they even make this difficult. Add a nickname. Why do I need to add a nickname. Then I type anonymous and it comes up nickname taken. Of course it’s taken. Are you saying there is only one person of every name in the world!? I reiterate again... sort it out.",catei a,Fundamentally I couldn’t buy the clothes I wanted
42,False,5,2018-01-02 19:59:32,"I've been a loyal ASOS customer for about 5 years now and I've never had any issues (touch wood). I usually don't use clothing store apps because they are often crap but the ASOS app is by far the easiest to use, especially with Apple Pay. Also love the new points and voucher system, which encourages me to buy my makeup from you too as it gets me more points. This isn't to do with the app, however, I just wish you wouldn't stock brands that don't go past a size 12 as it creates a negative body image for women who aren't even overweight. If you're not going to sell things in a size 14, don't sell stuff in a 2 - it's ridiculous.",Aliceintheuk4,The best (but stop selling brands with poor sizing options.)
